Iteration,Best Fitness,Elitism Rate,Mutation Rate,Population Size,Crossover Type,Mutation Type,Duration (ms)
150, 12330.00, 0.50, 0.80, 500, singlePointCrossover, swapMutation, 11183
150, 12400.00, 0.50, 0.20, 500, twoPointCrossover, scrambleMutation, 434884
150, 12400.00, 0.50, 0.40, 500, crossover, scrambleMutation, 443319
150, 12400.00, 0.50, 0.40, 500, singlePointCrossover, flipMutation, 381168
150, 12400.00, 0.50, 0.80, 500, twoPointCrossover, swapMutation, 12949
150, 12400.00, 0.50, 0.40, 500, singlePointCrossover, scrambleMutation, 374772
150, 12400.00, 0.50, 0.40, 500, singlePointCrossover, inversionMutation, 388368
150, 12400.00, 0.50, 0.40, 500, twoPointCrossover, flipMutation, 385943
150, 12400.00, 0.50, 0.40, 500, twoPointCrossover, inversionMutation, 372389
150, 12400.00, 0.50, 0.40, 500, twoPointCrossover, scrambleMutation, 380177
150, 12400.00, 0.50, 0.40, 500, crossover, inversionMutation, 443770
150, 12400.00, 0.50, 0.60, 500, crossover, flipMutation, 366028
150, 12400.00, 0.50, 0.60, 500, singlePointCrossover, flipMutation, 355436
150, 12400.00, 0.50, 0.60, 500, crossover, inversionMutation, 365918
150, 12400.00, 0.50, 0.60, 500, singlePointCrossover, scrambleMutation, 352463
150, 12400.00, 0.50, 0.60, 500, crossover, scrambleMutation, 407094
150, 12400.00, 0.50, 0.60, 500, singlePointCrossover, inversionMutation, 382968
150, 12400.00, 0.50, 0.60, 500, twoPointCrossover, flipMutation, 306259
150, 12400.00, 0.50, 0.60, 500, twoPointCrossover, inversionMutation, 302009
150, 12400.00, 0.50, 0.60, 500, twoPointCrossover, scrambleMutation, 304151
150, 12400.00, 0.50, 0.80, 500, crossover, flipMutation, 299274
150, 12400.00, 0.50, 0.80, 500, singlePointCrossover, flipMutation, 273802
150, 12400.00, 0.50, 0.80, 500, singlePointCrossover, inversionMutation, 262701
150, 12400.00, 0.50, 0.80, 500, crossover, scrambleMutation, 298543
150, 12400.00, 0.50, 0.80, 500, crossover, inversionMutation, 291772
150, 12400.00, 0.50, 0.80, 500, singlePointCrossover, scrambleMutation, 279140
150, 12400.00, 0.50, 0.80, 500, twoPointCrossover, flipMutation, 258388
150, 12400.00, 0.50, 0.80, 500, twoPointCrossover, scrambleMutation, 211088
150, 12400.00, 0.50, 0.80, 500, twoPointCrossover, inversionMutation, 21400273
